Placement,Site Name
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45301055|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Parkers|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Standard Edition|45299897|DCM,Parkers PMP
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45301055|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45283388|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Learn More|Standard Edition|45300529|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Learn More|Standard Edition|45301045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45301065|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Sport|45301078|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Sport|45302104|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Sport|45300581|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Sport|45300587|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Sport|45302104|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Sport|45300581|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Sport|45300587|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45300529|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45300531|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45301045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45300574|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-3|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Configure|Sport|45302104|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-5|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Learn More|Sport|45301078|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45301045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Test Drive|Standard Edition|45300529|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Test Drive|Standard Edition|45301065|DCM,Gumtree PMP
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|320x50|Test Drive|Standard Edition|45301005|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Brochure|Standard Edition|45283386|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Configure|Standard Edition|45283388|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Brochure|Standard Edition|45299897|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Learn More|Standard Edition|45299897|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Configure|Standard Edition|45301005|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Brochure|Standard Edition|45300531|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Learn More|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Test Drive|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Configure|Standard Edition|45301049|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Test Drive|Standard Edition|45301055|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Brochure|Standard Edition|45301060|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Test Drive|Standard Edition|45301060|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Test Drive|Standard Edition|45301065|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Brochure|Standard Edition|45300574|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Test Drive|Standard Edition|45300574|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-3|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Brochure|Sport|45301078|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-3|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Brochure|Sport|45300587|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-5|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|320x50|Learn More|Sport|45302106|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-5|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Learn More|Sport|45302104|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|SUV|CX-5|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Brochure|Sport|45300581|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Learn More|Sport|45302104|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|320x50|Brochure|Standard Edition|45281399|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45283388|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Test Drive|Standard Edition|45283388|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|970x250|Test Drive|Standard Edition|45298536|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Financial|Sport|45301078|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Test Drive|Sport|45301078|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Test Drive|Sport|45301082|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Financial|Sport|45301078|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|160x600|Test Drive|Sport|45301078|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Test Drive|Sport|45301082|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Test Drive|Sport|45302106|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Brochure|Sport|45302106|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Financial|Sport|45302106|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Test Drive|Sport|45302106|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Financial|Standard Edition|45301055|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Standard Edition|45301055|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Financial|Sport|45302104|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-5|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Sport|45302104|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Financial|Sport|45302106|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Financial|Sport|45302104|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|SUV|CX-3|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|300x600|Test Drive|Sport|45302104|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Sport|45301078|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Sport|45301078|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda2|None|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45283388|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45301065|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Learn More|Sport|45300581|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Test Drive|Standard Edition|45283386|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Sport|45301082|DCM,The Trade Desk
